regio2,totalRent,balcony,livingSpace,noRooms
Stuttgart,2850.0,0,194.0,4.5
Köln,1600.0,1,144.0,3.0
Köln,926.0,0,54.0,2.0
Köln,949.0,0,35.0,2.0
Köln,968.0,1,67.57,2.0
Stuttgart,880.0,0,73.0,3.0
Köln,1390.0,1,50.0,1.0
Stuttgart,1210.0,1,83.0,3.0
Stuttgart,1135.0,0,88.0,4.5
Köln,1100.0,0,110.0,3.0
Stuttgart,1590.0,1,83.0,4.0
Köln,510.0,1,33.9,1.0
Köln,530.0,0,30.0,1.0
Köln,835.0,0,45.2,2.0
Köln,1545.0,1,101.93,3.0
Köln,569.0,1,28.0,1.0
Stuttgart,390.0,1,25.0,1.0
Köln,790.0,1,72.0,2.0
Stuttgart,1190.0,1,35.0,1.0
Köln,1590.0,0,87.0,1.5
Köln,2000.0,1,145.0,5.0
Köln,610.0,0,50.0,2.0
Stuttgart,920.0,1,67.0,2.5
Köln,1591.0,0,97.0,3.0
Köln,640.4,0,56.3,3.0
Köln,890.0,1,60.0,2.0
Stuttgart,2390.0,0,140.0,5.5
Köln,830.0,0,24.0,1.0
Köln,900.0,0,70.0,3.0
Köln,799.0,1,26.0,1.0
Köln,914.0,1,61.4,2.0
Stuttgart,2340.0,1,130.0,3.0
Köln,390.0,0,25.0,1.0
Köln,780.0,1,65.0,2.0
Köln,550.0,1,30.0,1.0
Stuttgart,1210.0,1,55.0,2.0
Stuttgart,3000.0,1,170.0,6.0
Köln,2050.0,1,115.0,3.0
Köln,620.0,0,50.0,2.0
Stuttgart,2065.0,1,110.0,3.0
Köln,595.0,1,40.0,1.0
Stuttgart,1621.0,1,74.0,2.0
Köln,800.0,1,46.0,2.0
Köln,786.0,1,40.0,1.0
Stuttgart,1490.0,1,65.0,2.0
Köln,550.0,0,38.0,1.0
Stuttgart,1370.0,1,90.0,3.5
Stuttgart,1940.0,1,103.0,3.5
Köln,907.33,0,70.0,3.0
Stuttgart,1590.0,0,55.0,2.0
Köln,1980.0,1,125.0,3.0
Köln,815.0,0,32.0,1.0
Köln,655.0,1,53.0,2.0
Stuttgart,3300.0,0,130.0,4.5
Köln,1400.0,1,90.0,3.0
Stuttgart,2500.0,1,80.0,4.0
Köln,682.0,1,66.0,3.0
Köln,1100.0,0,74.0,3.0
Köln,630.0,0,55.0,2.0
Köln,1228.65,1,98.46,4.0
Stuttgart,1767.0,1,68.0,3.0
Stuttgart,1591.6,1,90.0,3.0
Stuttgart,1660.0,1,83.0,3.0
Köln,1130.0,1,75.0,2.0
Stuttgart,1390.0,0,40.0,2.0
Köln,1490.0,1,77.0,2.0
Köln,1141.96,1,75.59,2.0
Stuttgart,1650.0,1,69.0,3.0
Köln,1395.0,1,85.18,3.0
Köln,600.0,1,45.0,1.0
Stuttgart,1400.0,0,58.0,2.0
Stuttgart,1490.0,1,52.0,2.0
Köln,1570.0,1,130.0,4.0
Stuttgart,1590.0,1,74.0,2.0
Köln,1150.0,1,84.0,2.0
Köln,510.0,0,20.0,1.0
Köln,4950.0,1,341.0,6.0
Stuttgart,800.0,0,62.0,3.0
Köln,970.0,1,100.0,3.0
Köln,3174.0,0,187.0,5.0
Köln,1540.0,1,104.0,3.0
Köln,620.0,1,60.0,2.5
Köln,1712.8,1,92.0,4.0
Stuttgart,1610.0,1,97.0,4.0
Stuttgart,1390.0,1,78.0,2.5
Köln,1400.0,1,75.0,3.0
Köln,790.0,1,45.0,2.0
Stuttgart,2160.0,1,125.5,4.0
Köln,990.0,1,84.0,2.0
Köln,650.0,1,43.0,2.0
Köln,980.0,0,65.0,2.0
Köln,1390.0,1,100.11,3.0
Stuttgart,1050.0,1,70.0,3.0
Stuttgart,1280.0,1,81.0,2.5
Köln,1749.0,1,104.27,4.0
Köln,360.0,0,20.0,1.0
Köln,1200.0,1,108.0,4.0
Köln,1125.0,0,98.0,4.0
Stuttgart,1690.0,1,76.0,3.0
Köln,1170.0,1,78.0,3.0
Stuttgart,1495.0,1,41.0,2.0
Stuttgart,1900.0,1,108.0,4.0
Stuttgart,750.0,1,24.0,1.0
Stuttgart,1120.0,1,71.0,3.0
Köln,1425.0,0,94.0,3.0
Stuttgart,1900.0,0,134.0,4.5
Köln,1000.0,1,82.0,3.0
Stuttgart,730.36,1,69.1,3.0
Stuttgart,440.0,0,33.0,1.0
Köln,870.0,0,61.0,2.0
Köln,1990.0,1,74.0,2.0
Köln,924.0,0,89.0,3.0
Stuttgart,2045.0,1,105.0,3.5
Stuttgart,2150.0,1,136.0,3.5
Köln,400.0,0,41.0,2.0
Stuttgart,2259.0,1,108.0,4.0
Köln,710.0,1,56.7,2.0
Stuttgart,4790.0,1,213.0,4.0
Köln,955.0,1,74.0,3.0
Köln,975.0,1,90.0,4.0
Köln,1325.0,1,75.0,2.0
Köln,1496.0,1,85.0,2.5
Köln,1120.0,0,70.0,3.0
Köln,500.0,1,39.0,1.0
Köln,800.0,1,55.0,2.0
Stuttgart,1550.0,0,60.0,2.0
Stuttgart,3150.0,1,157.0,6.0
Stuttgart,1700.0,0,90.0,3.5
Köln,1380.0,1,126.0,4.0
Köln,970.0,1,74.0,2.5
Stuttgart,1834.0,1,114.0,4.0
Köln,998.0,1,61.0,2.0
Köln,1025.0,1,85.24,3.0
Stuttgart,1290.0,1,52.0,2.0
Stuttgart,1090.0,0,58.0,3.5
Köln,2150.0,1,155.0,5.0
Köln,1174.0,1,71.0,3.0
Köln,639.0,1,58.0,2.0
Köln,612.5,0,47.0,2.0
Köln,900.0,1,68.0,2.0
Stuttgart,2620.0,1,128.88,4.0
Stuttgart,1079.0,0,34.0,1.0
Stuttgart,2100.0,1,104.0,3.5
Stuttgart,640.0,1,38.0,1.0
Stuttgart,2200.0,1,108.0,4.0
Köln,382.0,1,26.0,1.0
Köln,810.0,1,50.0,2.0
Köln,825.0,0,33.0,1.0
Stuttgart,1300.0,1,74.0,3.0
Stuttgart,830.0,0,18.0,1.0
Stuttgart,3500.0,1,135.0,4.0
Köln,1190.0,0,42.0,2.0
Köln,2200.0,1,120.0,2.0
Köln,759.0,1,37.5,1.0
Stuttgart,890.0,1,31.0,1.0
Köln,800.0,1,47.0,2.5
Köln,720.0,1,61.0,2.0
Köln,470.0,1,44.0,2.0
Stuttgart,900.0,0,29.0,1.0
Köln,2500.0,1,170.0,5.0
Köln,1595.0,1,78.0,3.0
Stuttgart,630.0,0,55.0,2.0
Köln,3000.0,1,134.0,3.0
Köln,530.0,1,30.0,1.0
Köln,965.0,1,65.32,2.0
Stuttgart,1625.0,0,77.0,2.0
Köln,1100.0,1,85.0,3.0
Köln,820.0,0,36.9,1.0
Köln,1420.0,0,92.0,3.0
Köln,780.0,0,18.0,1.0
Köln,834.55,1,37.0,2.0
Köln,1900.0,1,102.2,3.0
Köln,1550.0,0,92.0,2.0
Köln,720.0,0,24.45,1.0
Köln,2455.0,1,143.5,4.0
Stuttgart,2650.0,0,85.0,3.0
Köln,1043.69,0,65.52,2.0
Köln,610.0,0,22.0,1.0
Köln,1689.0,1,103.0,4.0
Stuttgart,950.0,1,34.0,1.0
Stuttgart,4422.0,1,261.0,6.0
Köln,795.0,1,36.0,1.0
Köln,1400.0,1,80.5,2.0
Stuttgart,1350.0,1,58.0,2.0
Stuttgart,1060.0,1,51.0,2.0
Köln,1570.0,1,63.0,2.0
Köln,550.0,1,25.0,1.0
Stuttgart,760.0,0,12.0,1.0
Köln,930.0,0,71.0,2.0
Köln,935.0,0,70.0,3.0
Köln,850.0,1,78.0,3.0
Köln,1050.0,0,34.0,2.0
Köln,1850.0,1,129.7,4.0
Stuttgart,890.0,1,30.0,1.0
Köln,810.0,0,72.0,2.0
Köln,1179.0,0,30.0,1.0
Stuttgart,960.0,1,72.0,3.0
Köln,1620.0,1,56.0,3.0
Stuttgart,2790.58,1,152.26,3.0
Köln,1190.0,0,69.0,3.0
Stuttgart,1760.0,1,75.0,2.5
Köln,1798.0,1,144.0,5.0
Köln,1070.0,1,100.0,3.0
Stuttgart,1505.0,1,73.3,3.0
Köln,920.0,1,52.0,1.0
Stuttgart,3500.0,1,135.0,4.0
Stuttgart,1830.0,0,135.0,4.0
Köln,1100.0,1,90.0,3.0
Stuttgart,1690.0,1,73.0,3.0
Stuttgart,1560.0,1,76.3,3.0
Stuttgart,1790.0,0,65.0,3.0
Köln,1798.0,1,129.0,3.5
Köln,1520.0,1,91.0,3.0
Köln,520.0,0,48.0,2.0
Stuttgart,1090.0,1,90.0,3.0
Stuttgart,2150.0,0,98.0,3.0
Köln,1590.0,0,105.0,3.0
Stuttgart,820.0,1,17.0,1.0
Köln,1120.0,1,93.0,4.0
Köln,740.0,0,17.0,1.0
Köln,670.0,1,41.0,1.5
Köln,449.0,0,27.0,1.0
Stuttgart,1700.0,1,95.0,3.0
Stuttgart,1850.0,1,90.0,2.5
Stuttgart,1275.0,1,89.0,3.0
Stuttgart,2500.0,1,170.0,3.0
Köln,960.0,1,69.43,3.0
Köln,670.0,0,60.0,2.0
Stuttgart,1780.0,0,75.0,2.5
Köln,780.0,0,19.0,1.0
Köln,750.0,0,47.0,2.0
Köln,499.5,0,36.5,2.0
Köln,937.0,1,65.82,2.0
Köln,990.0,1,68.94,2.0
Köln,800.0,1,80.0,3.0
Köln,920.0,1,73.0,3.0
Stuttgart,590.0,0,19.3,1.0
Köln,559.0,1,26.0,1.0
Stuttgart,990.0,0,70.0,2.0
Stuttgart,2410.0,1,148.0,5.0
Köln,890.0,1,46.0,2.0
Köln,1080.0,1,47.1,2.0
Köln,1280.0,1,78.0,3.0
Köln,735.0,0,59.87,2.0
Stuttgart,1035.0,1,54.0,2.0
Stuttgart,1490.0,1,48.0,2.0
Stuttgart,960.0,0,22.0,1.0
Köln,410.0,0,25.0,1.0
Köln,891.15,1,95.0,4.0
Köln,2400.0,0,185.0,4.0
Köln,3600.0,1,200.0,4.5
Stuttgart,2035.0,1,117.0,2.5
Stuttgart,1110.0,0,52.0,2.0
Köln,615.0,1,58.0,2.0
Köln,1200.0,1,67.0,2.0
Köln,750.0,1,36.0,1.0
Köln,2650.0,1,174.0,4.0
Stuttgart,1490.0,1,63.0,2.0
Stuttgart,1990.0,1,160.0,5.5
Köln,1855.75,0,119.3,4.0
Köln,1260.0,0,69.0,2.0
Stuttgart,950.0,0,22.0,1.0
Stuttgart,1450.0,1,54.0,2.0
Stuttgart,680.0,0,23.0,1.0
Köln,1076.25,1,95.52,4.5
Stuttgart,920.0,1,40.0,1.0
Köln,1580.0,1,84.0,2.0
Köln,685.0,0,39.0,2.0
Stuttgart,650.0,0,42.0,2.0
Stuttgart,1738.0,1,86.0,2.0
Köln,2460.0,1,128.6,3.0
Stuttgart,570.0,0,25.0,1.0
Köln,925.0,1,62.0,2.0
Köln,600.0,1,42.0,1.0
Köln,1960.0,1,110.0,4.0
Köln,903.5,1,50.0,2.0
Stuttgart,1300.0,0,74.1,3.0
Köln,2540.0,1,110.0,2.0
Köln,3820.0,1,206.0,5.5
Köln,2005.0,1,130.0,3.5
Stuttgart,1450.0,1,60.0,2.0
Stuttgart,1539.0,1,86.0,3.0
Stuttgart,1565.0,0,93.6,3.0
Köln,1380.0,1,98.51,3.0
Stuttgart,1350.0,0,86.0,3.0
Köln,1500.0,1,115.03,3.0
Köln,4150.0,1,216.0,4.0
Köln,568.0,1,34.25,1.0
Köln,2000.0,1,104.79,3.0
Stuttgart,1130.0,1,67.0,3.0
Stuttgart,850.0,0,25.0,1.0
Köln,910.0,0,52.0,2.0
Köln,1380.0,1,82.0,3.0
Köln,1415.0,1,94.0,3.0
Stuttgart,1290.0,0,48.0,1.0
Stuttgart,2795.0,1,140.0,4.0
Köln,735.0,1,59.0,2.0
Köln,545.0,0,23.95,1.0
Stuttgart,1620.0,0,90.0,3.0
Stuttgart,1700.0,1,105.0,3.0
Köln,955.0,1,65.07,2.0
Köln,650.0,0,35.0,1.0
Stuttgart,2250.0,1,195.0,5.0
Köln,4750.0,1,207.0,4.0
Stuttgart,450.0,0,30.0,1.0
Stuttgart,1690.0,1,92.0,3.0
Köln,2850.0,1,150.0,5.0
Köln,855.0,1,64.0,2.0
Köln,1595.0,1,110.0,3.0
Köln,796.0,0,56.0,2.0
Stuttgart,3280.0,1,160.0,5.0
Stuttgart,1720.0,0,116.0,4.0
Stuttgart,2640.0,1,122.0,5.0
Köln,1120.0,1,52.0,2.0
Köln,725.0,0,37.0,1.0
Köln,1900.0,0,110.0,3.0
Köln,420.0,1,25.0,1.0
Stuttgart,810.0,0,33.0,2.0
Köln,1200.0,0,39.0,2.0
Köln,1460.3,1,105.39,3.0
Köln,2920.0,1,142.0,3.0
Köln,4000.0,1,166.0,4.0
Stuttgart,1235.0,1,84.0,4.0
Stuttgart,1990.0,1,100.0,3.5
Stuttgart,640.0,1,24.2,1.0
Köln,1770.0,1,140.0,2.0
Stuttgart,1400.0,0,99.6,4.0
Köln,750.0,1,46.22,1.0
Köln,1010.0,1,72.0,3.0
Köln,760.0,0,58.0,2.0
Köln,750.0,0,58.0,2.0
Köln,720.0,1,50.0,1.0
Köln,815.0,0,47.0,2.0
Köln,1515.0,0,103.0,4.0
Stuttgart,3050.0,1,120.0,4.0
Stuttgart,1690.0,1,101.32,3.0
Stuttgart,2259.0,1,108.0,4.0
Köln,493.71,1,63.0,2.0
Stuttgart,2259.0,1,103.0,4.0
Köln,810.0,0,54.0,2.0
Köln,1300.0,1,55.0,2.0
Köln,642.0,1,58.0,2.0
Stuttgart,1600.0,1,95.0,3.0
Köln,1710.8,0,123.53,5.0
Köln,398.8,1,41.0,1.0
Stuttgart,1050.0,1,74.0,3.0
Köln,775.0,1,54.0,2.0
Stuttgart,1050.0,0,32.7,1.5
Stuttgart,1100.0,0,43.9,2.0
Köln,2390.0,0,168.0,4.0
Stuttgart,2450.0,0,128.0,3.5
Stuttgart,810.0,1,50.0,2.5
Stuttgart,1490.0,0,65.0,2.0
Köln,2250.0,1,146.0,3.0
Köln,995.0,1,69.0,2.0
Stuttgart,1430.0,1,108.0,3.0
Stuttgart,2190.0,1,100.0,4.0
Köln,870.0,1,58.0,2.0
Köln,1826.5,1,73.06,2.0
Köln,595.0,1,23.0,1.0
Köln,779.0,1,77.0,3.0
Köln,1486.04,1,79.6,2.0
Köln,521.67,1,62.0,2.0
Köln,1150.0,0,71.0,3.0
Stuttgart,980.0,1,38.0,1.5
Köln,1900.0,1,114.27,3.5
Stuttgart,1000.0,1,69.0,1.5
Köln,3160.0,1,235.0,5.0
Stuttgart,1120.0,0,87.0,2.0
Köln,1630.0,1,120.0,3.0
Köln,540.0,1,25.0,1.0
Köln,750.0,0,33.0,1.5
Köln,1200.0,1,60.0,2.0
Stuttgart,950.0,0,60.0,2.5
Köln,1110.0,1,48.0,1.0
Stuttgart,2090.0,1,55.0,2.0
Stuttgart,695.0,0,22.0,1.0
Stuttgart,630.0,1,18.0,1.0
Köln,650.0,1,34.0,1.0
Köln,420.0,0,28.0,1.0
Köln,1980.0,1,180.0,4.0
Köln,545.0,0,39.0,2.0
Stuttgart,1300.0,1,55.0,2.0
Köln,1040.0,1,87.0,3.0
Köln,980.0,1,81.0,3.0
Köln,650.0,0,61.0,2.0
Köln,1970.0,1,130.0,3.0
Köln,743.0,0,55.0,2.0
Köln,780.0,0,60.0,2.0
Köln,3500.0,1,160.0,2.0
Köln,1556.27,1,112.0,3.0
Köln,800.0,0,55.0,2.0
Köln,4336.0,1,208.0,4.0
Stuttgart,1650.0,1,95.0,3.5
Köln,1400.0,1,86.0,3.0
Stuttgart,720.0,0,30.0,1.0
Stuttgart,2230.0,1,85.0,3.0
Stuttgart,1290.0,1,30.0,1.0
Stuttgart,1390.0,0,45.0,2.0
Stuttgart,1100.0,1,78.0,2.5
Stuttgart,1400.0,1,80.0,2.5
Köln,1500.0,1,100.0,3.0
Stuttgart,892.64,1,78.3,4.0
Stuttgart,1665.0,1,114.0,3.0
Köln,1799.0,1,126.0,4.0
Köln,2350.0,1,172.68,3.0
Stuttgart,1800.0,0,110.0,4.0
Köln,1153.36,1,74.0,3.0
Köln,649.0,1,26.0,1.0
Köln,664.0,0,48.0,2.0
Köln,610.0,1,36.0,1.5
Köln,1300.0,1,86.0,3.0
Köln,1400.0,1,134.0,4.0
Stuttgart,770.0,1,41.0,1.5
Köln,1650.0,0,128.0,4.0
Köln,900.0,0,58.0,2.0
Köln,1120.0,1,58.0,2.0
Stuttgart,760.24,1,42.83,2.0
Stuttgart,375.0,0,17.0,1.0
Köln,465.0,0,17.0,1.0
Köln,1080.0,1,97.0,3.0
Stuttgart,1260.0,0,75.0,2.0
Köln,970.0,1,51.0,1.0
Stuttgart,980.0,0,84.0,5.0
Köln,1790.0,1,110.0,4.0
Stuttgart,2080.0,0,88.0,2.0
Stuttgart,650.0,0,35.0,1.0
Stuttgart,1300.0,1,73.0,3.0
Köln,1241.0,1,83.0,3.0
Köln,525.0,1,20.0,1.0
Köln,1940.0,1,115.0,3.0
Köln,997.0,0,55.0,2.0
Köln,1170.0,1,77.0,2.0
Stuttgart,750.0,0,65.0,2.5
Stuttgart,2600.0,0,100.0,4.0
Köln,3900.0,1,186.0,4.0
Stuttgart,4380.0,1,142.0,4.5
Stuttgart,2190.0,0,114.0,2.0
Köln,1140.0,1,80.0,3.0
Köln,1325.0,1,101.0,2.0
Köln,1680.0,1,104.0,4.0
Stuttgart,2800.0,1,123.0,5.0
Stuttgart,670.0,1,64.82,3.0
Köln,660.0,1,69.0,3.0
Köln,1195.0,1,80.1,3.0
Köln,990.0,1,91.0,4.0
Stuttgart,765.0,0,14.0,1.0
Stuttgart,780.0,1,18.0,1.0
Stuttgart,2006.0,1,102.0,3.0
Köln,1350.0,1,78.0,2.0
Köln,725.0,1,50.0,1.5
Stuttgart,1665.0,1,114.0,3.0
Köln,974.0,1,80.0,3.0
Köln,1350.0,0,80.0,2.0
Stuttgart,1300.0,1,74.0,3.0
Stuttgart,1890.0,1,62.0,2.5
Köln,575.0,0,53.0,3.0
Köln,1000.0,1,59.0,2.0
Stuttgart,749.8,1,51.9,2.0
Stuttgart,720.0,0,11.0,1.0
Köln,1509.75,1,92.5,2.5
Stuttgart,1050.0,1,47.0,1.5
Stuttgart,820.0,1,20.0,1.0
Stuttgart,810.0,0,30.0,1.0
Köln,1750.0,0,68.0,2.0
Köln,820.0,1,64.0,2.0
Stuttgart,650.0,0,38.0,1.0
Köln,599.0,0,17.69,1.0
Stuttgart,1229.0,0,72.0,3.5
Köln,500.0,0,30.0,1.0
Köln,990.0,1,36.0,1.0
Stuttgart,1250.0,1,41.0,1.0
Stuttgart,790.0,1,19.0,1.0
Stuttgart,2490.0,1,105.0,3.0
Köln,1053.0,1,67.14,3.0
Köln,1589.0,1,96.4,4.0
Köln,1190.0,1,49.0,1.5
Köln,1450.0,1,100.0,4.0
Köln,989.25,1,75.0,3.0
Stuttgart,2650.0,0,80.0,3.0
Köln,2261.0,1,131.3,4.0
Köln,1530.0,1,145.0,3.0
Stuttgart,463.62,1,49.83,2.0
Köln,1200.0,1,80.98,3.0
Köln,1195.0,1,97.0,3.0
Köln,781.32,1,68.73,2.0
Köln,1830.0,1,133.0,5.0
Köln,490.0,0,19.0,1.0
Stuttgart,1600.0,0,75.0,3.0
Köln,1047.0,1,69.43,3.0
Köln,856.0,0,64.0,3.0
Köln,1365.0,1,85.0,3.0
Stuttgart,2300.0,1,175.0,3.0
Köln,1030.0,0,81.0,3.0
Köln,740.0,1,56.0,2.0
Köln,750.0,0,48.5,1.0
Stuttgart,870.0,0,16.0,1.0
Köln,1050.0,1,73.0,2.5
Köln,1150.0,0,95.0,3.0
Köln,595.0,1,40.0,1.0
Stuttgart,1990.0,1,85.0,3.0
Stuttgart,2150.0,0,110.0,3.0
Stuttgart,1610.0,1,85.0,3.0
Stuttgart,2465.0,1,95.0,3.0
Stuttgart,1380.0,1,74.5,3.0
Stuttgart,1170.0,1,75.0,3.0
Köln,830.0,0,20.0,1.0
Köln,740.0,1,51.0,2.0
Köln,890.0,1,73.0,3.0
Köln,1740.0,1,90.0,3.0
Köln,1182.0,1,61.32,2.0
Köln,2556.0,1,154.0,3.0
Köln,880.0,0,58.55,3.0
Köln,1160.0,1,65.0,2.0
Köln,610.0,1,56.0,2.0
Köln,1350.0,1,69.0,3.0
Stuttgart,1460.0,1,98.0,4.0
Stuttgart,2540.0,1,180.0,5.0
Stuttgart,1050.0,1,80.0,3.0
Stuttgart,1390.0,1,50.0,2.0
Stuttgart,1800.0,0,63.0,3.0
Köln,889.0,1,63.0,2.0
Stuttgart,750.0,0,30.0,1.0
Stuttgart,1450.0,1,59.0,2.0
Köln,1590.0,1,93.8,3.0
Köln,350.0,0,15.0,1.0
Köln,730.0,0,29.0,1.0
Köln,900.0,1,62.0,2.0
Köln,1180.0,0,53.0,2.0
Köln,766.5,0,53.0,2.0
Stuttgart,1190.0,0,32.0,1.0
Köln,1020.0,1,86.0,3.0
Stuttgart,1050.0,0,50.0,2.0
Köln,685.0,0,60.0,3.0
Köln,699.0,0,18.0,1.0
Stuttgart,1100.0,1,74.0,2.5
Stuttgart,2080.0,1,102.0,2.0
Köln,730.0,0,64.0,2.0
Köln,966.0,1,65.32,2.0
Köln,968.0,1,67.57,2.0
Köln,930.0,1,65.0,2.0
Köln,1680.0,1,108.0,3.0
Köln,1016.8,1,65.6,2.0
Köln,1540.0,1,135.6,4.0
Stuttgart,2190.0,0,110.0,4.0
Köln,1300.0,1,75.0,2.0
Stuttgart,830.0,0,24.0,1.0
Köln,750.0,1,49.0,1.5
Köln,1655.0,1,91.0,3.0
Köln,2000.0,1,125.0,3.0
Köln,1435.03,1,90.75,3.0
Stuttgart,1520.0,1,51.0,2.0
Stuttgart,870.0,0,17.0,1.0
Köln,1264.0,0,90.0,2.0
Köln,1090.0,1,89.0,3.5
Stuttgart,1392.0,1,69.0,2.0
Köln,1490.0,1,95.0,3.0
Köln,1099.0,1,60.0,2.0
Stuttgart,1290.0,0,60.0,2.0
Köln,2524.18,1,169.0,4.0
Stuttgart,2350.0,0,97.0,3.0
Köln,840.0,1,72.26,3.0
Stuttgart,3650.0,0,207.0,5.0
Köln,1298.0,1,80.0,3.0
Stuttgart,1790.0,1,75.0,3.0
Köln,510.0,0,43.0,1.0
Köln,460.0,0,14.0,1.0
Stuttgart,2050.0,1,96.0,2.5
Köln,2371.0,1,155.37,5.5
Köln,1053.6,1,67.2,2.0
Stuttgart,550.0,0,25.0,1.0
Köln,950.0,1,50.0,2.0
Köln,1200.0,1,81.82,3.0
Köln,1160.0,1,65.21,3.0
Stuttgart,1199.0,1,65.77,2.0
Stuttgart,800.0,0,60.0,3.0
Stuttgart,1100.0,1,65.0,2.5
Köln,640.0,0,32.0,1.0
Köln,1600.0,1,127.0,4.0
Köln,2272.0,1,120.0,4.0
Stuttgart,1175.0,1,51.0,2.0
Köln,615.0,0,50.0,2.0
Stuttgart,895.0,1,58.0,2.0
Köln,1575.0,1,130.0,4.0
Köln,1230.0,1,81.15,3.0
Köln,854.0,1,58.0,2.0
Stuttgart,1250.0,1,40.0,1.0
Köln,600.0,0,30.0,1.0
Stuttgart,770.0,1,32.0,1.0
Stuttgart,1490.0,1,60.0,2.0
Köln,985.0,1,86.0,3.0
Stuttgart,1400.0,0,55.0,2.5
Stuttgart,2986.95,1,145.92,3.0
Stuttgart,1300.0,1,60.0,2.5
Stuttgart,2600.0,1,145.0,4.0
Stuttgart,1220.0,1,56.0,1.0
Stuttgart,1550.0,1,70.0,3.0
Köln,1140.0,1,74.0,3.0
Köln,765.0,1,60.0,2.0
Stuttgart,2550.0,1,155.0,6.0
Köln,695.0,0,22.0,1.0
Köln,2540.0,1,100.0,2.0
Stuttgart,1650.0,0,60.0,2.0
Köln,600.0,0,28.0,1.0
Stuttgart,2800.0,1,209.0,2.5
Köln,799.0,0,34.0,1.0
Köln,1460.0,1,100.0,3.5
Köln,875.0,1,75.0,3.0
Köln,1660.0,1,89.0,3.0
Köln,980.0,0,65.0,1.5
Stuttgart,545.0,1,20.0,1.0
Stuttgart,1150.0,1,56.0,2.0
Köln,1490.0,1,95.0,3.5
Stuttgart,700.0,1,21.0,1.0
Stuttgart,920.0,0,66.0,3.0
Köln,860.0,1,70.0,2.0
Stuttgart,830.0,1,68.0,3.0
Stuttgart,1250.0,0,45.0,2.0
Stuttgart,1490.0,0,55.0,2.0
Köln,995.0,1,60.0,2.0
Köln,990.0,0,52.0,2.0
Köln,1500.0,1,112.0,4.0
Stuttgart,1490.0,1,60.0,2.0
Köln,1370.0,1,93.0,4.0
Stuttgart,1000.0,1,78.0,3.0
Stuttgart,585.0,1,19.0,1.0
Stuttgart,1030.0,1,54.0,2.0
Köln,795.0,1,65.0,2.0
Stuttgart,1630.0,1,93.46,4.0
Stuttgart,690.0,0,22.0,1.0
Köln,870.0,1,47.0,2.0
Stuttgart,1935.0,1,104.26,4.0
Köln,604.05,0,51.77,3.5
Stuttgart,1450.0,1,60.0,2.0
Köln,795.0,0,65.0,2.0
Köln,2475.0,1,163.0,5.0
Stuttgart,880.0,0,14.0,1.0
Köln,1038.87,1,86.69,3.5
Stuttgart,1650.0,1,90.0,3.0
Köln,820.0,1,56.2,2.0
Stuttgart,1200.0,0,52.0,2.0
Köln,1557.0,1,131.0,4.0
Köln,1450.0,1,95.32,3.5
Stuttgart,535.0,1,28.0,1.0
Köln,1394.0,1,94.0,3.0
Stuttgart,990.0,1,34.0,1.5
Stuttgart,1520.0,1,57.15,2.0
Köln,880.0,1,55.0,2.0
Stuttgart,655.0,1,16.0,1.0
Stuttgart,1520.0,0,78.0,3.0
Stuttgart,1670.0,1,80.0,3.0
Stuttgart,550.0,0,12.4,1.0
Köln,1390.0,1,88.0,2.0
Stuttgart,785.0,1,29.29,1.0
Stuttgart,1386.0,1,105.0,3.0
Köln,950.0,0,68.0,2.0
Köln,1440.0,0,91.0,3.0
Köln,700.0,0,50.0,2.0
Stuttgart,2850.0,1,160.0,5.0
Köln,1755.0,1,102.0,4.0
Köln,865.0,1,60.0,2.0
Stuttgart,790.0,1,17.0,1.0
Stuttgart,2120.0,1,88.79,3.0
Köln,2750.0,1,133.0,3.0
Stuttgart,1380.0,0,81.0,2.0
Köln,935.0,0,55.0,2.0
Köln,2490.0,1,100.0,3.0
Stuttgart,800.0,1,35.0,1.0
Stuttgart,1490.0,1,54.0,2.0
Köln,770.0,1,55.0,2.0
Köln,1841.0,1,117.84,3.5
Stuttgart,2600.0,1,135.0,4.0
Stuttgart,1170.0,1,88.0,3.5
Köln,1000.0,1,50.0,2.0
Stuttgart,1590.0,1,84.43,3.0
Köln,1350.0,1,71.0,3.0
Köln,1050.0,1,77.51,3.0
Köln,905.4,1,51.1,1.0
Köln,2337.0,1,139.7,4.0
Stuttgart,1350.0,0,80.0,2.0
Köln,1522.5,1,105.0,3.0
Köln,1570.0,1,87.0,2.0
Köln,2120.0,0,139.0,3.0
Köln,1000.0,1,77.0,3.0
Stuttgart,820.0,1,20.0,1.0
Stuttgart,600.0,0,16.0,1.0
Stuttgart,1550.0,1,72.0,3.0
Stuttgart,2300.0,0,135.0,3.0
Köln,1070.0,0,83.0,4.0
Stuttgart,450.0,0,9.2,1.0
Stuttgart,950.0,1,30.0,1.0
Stuttgart,1000.0,1,54.0,2.0
Köln,850.0,0,71.0,3.0
Stuttgart,1660.0,1,81.66,3.0
Köln,1800.0,1,130.0,4.0
Stuttgart,1855.0,0,80.0,3.0
Stuttgart,1745.0,0,80.0,3.0
Köln,780.0,1,68.0,3.0
Köln,940.0,1,72.64,3.0
Köln,680.0,1,30.0,1.0
Köln,1355.0,1,73.0,2.0
Stuttgart,860.0,0,34.0,1.0
Stuttgart,1398.0,0,67.92,2.0
Stuttgart,2300.0,1,106.0,3.5
Köln,500.0,1,36.0,1.5
