regio2,totalRent,balcony,livingSpace,noRooms
Köln,1270.0,0,85.12,4.0
Köln,500.0,0,21.0,1.0
Köln,920.0,1,84.0,3.0
Köln,845.0,0,50.0,2.0
Köln,620.0,1,50.0,2.0
Stuttgart,1290.0,1,30.0,1.0
Köln,1350.0,1,75.0,3.0
Stuttgart,2450.0,1,160.0,5.0
Stuttgart,990.0,1,50.0,2.0
Köln,1110.0,1,88.0,3.0
Stuttgart,1880.0,1,91.0,3.0
Köln,930.0,1,76.0,2.0
Köln,745.0,1,61.0,2.0
Köln,1470.0,1,79.0,3.0
Köln,790.0,0,39.0,2.0
Köln,1060.0,0,70.0,2.0
Köln,875.0,0,52.0,1.5
Stuttgart,1160.0,1,74.7,2.0
Köln,1900.0,1,126.0,5.0
Köln,860.0,1,71.0,3.0
Köln,1750.0,1,126.0,3.0
Köln,635.0,0,40.0,2.0
Köln,1750.0,1,108.0,3.0
Köln,710.0,1,55.43,1.0
Köln,1160.0,1,68.0,2.5
Köln,1990.0,1,137.0,5.0
Köln,1090.0,1,82.0,4.0
Stuttgart,1350.0,0,85.0,3.0
Köln,619.0,0,36.0,1.0
Köln,514.0,1,26.0,1.0
Köln,655.0,0,45.0,2.0
Köln,917.79,1,59.1,2.0
Stuttgart,2235.0,1,100.0,3.0
Köln,630.0,0,45.0,1.0
Köln,638.0,1,48.0,2.0
Köln,490.0,0,37.0,1.0
Köln,605.0,1,50.0,2.0
Stuttgart,1100.0,1,60.0,2.0
Köln,1950.0,1,154.0,3.0
Köln,1050.0,1,78.0,3.0
Köln,910.0,1,65.0,2.0
Köln,3000.0,1,195.0,4.5
Köln,620.0,1,60.0,2.0
Köln,1638.36,1,90.97,3.0
Köln,330.0,0,23.0,1.0
Köln,2290.0,1,120.0,4.0
Stuttgart,950.0,1,72.0,2.0
Köln,2345.0,1,155.0,3.0
Stuttgart,1100.0,0,42.0,2.0
Stuttgart,1699.0,0,70.0,2.0
Stuttgart,1187.63,1,29.3,1.0
Stuttgart,600.0,0,20.0,1.0
Stuttgart,1221.0,1,54.0,1.0
Köln,920.0,1,66.0,2.0
Köln,1300.0,1,120.0,2.0
Köln,895.0,1,61.0,2.0
Köln,790.0,0,52.0,2.0
Stuttgart,1500.0,0,60.0,3.5
Köln,855.0,0,64.6,2.0
Stuttgart,1350.0,1,56.0,2.5
Stuttgart,2100.0,0,123.0,4.0
Köln,1350.0,0,91.0,3.0
Köln,575.0,0,24.0,1.0
Stuttgart,2390.0,0,140.0,5.5
Köln,625.0,0,33.0,1.0
Köln,1038.05,1,44.92,1.0
Stuttgart,599.47,1,57.4,3.0
Köln,1480.0,1,106.0,3.0
Köln,1903.0,1,113.3,4.0
Köln,895.55,1,65.0,3.0
Stuttgart,720.0,0,11.0,1.0
Stuttgart,380.0,1,30.0,1.0
Stuttgart,650.0,0,25.0,2.0
Stuttgart,915.0,1,66.0,3.0
Stuttgart,1050.0,1,51.57,2.5
Köln,910.0,1,39.0,2.0
Stuttgart,2390.0,1,72.0,2.0
Köln,1220.0,1,77.0,3.0
Stuttgart,1490.0,1,48.0,2.0
Köln,990.0,1,80.65,3.0
Köln,1239.0,0,60.0,2.0
Stuttgart,530.0,0,25.0,1.0
Köln,785.0,0,45.0,2.0
Stuttgart,1150.0,1,40.0,1.5
Stuttgart,620.0,1,23.0,1.0
Köln,1032.0,0,63.0,2.5
Köln,1630.0,0,92.0,3.0
Stuttgart,1590.0,0,69.0,2.5
Köln,1750.0,1,65.0,3.0
Köln,840.0,1,70.0,3.0
Köln,950.0,0,68.0,2.0
Stuttgart,1490.0,1,51.0,2.0
Köln,750.0,1,46.0,2.0
Köln,860.0,0,35.0,1.5
Stuttgart,1300.0,1,74.0,3.0
Köln,563.0,0,28.0,1.0
Köln,975.0,1,63.0,2.0
Köln,494.88,0,43.11,2.0
Stuttgart,2080.0,1,145.0,4.5
Köln,1187.0,1,102.0,3.0
Köln,970.0,0,81.0,4.0
Köln,425.0,0,25.0,1.0
Köln,850.0,0,30.0,1.0
Köln,1500.0,1,64.0,2.0
Stuttgart,1580.0,1,70.0,3.0
Köln,1625.0,1,110.0,3.0
Stuttgart,1140.0,1,61.62,2.0
Stuttgart,750.0,0,20.0,1.0
Stuttgart,1810.0,1,131.0,3.5
Köln,2199.0,1,144.0,3.0
Köln,990.0,1,69.1,2.0
Köln,850.0,1,67.0,3.0
Köln,1137.34,0,76.84,2.0
Stuttgart,1400.0,1,50.0,2.0
Köln,800.0,1,57.0,2.0
Köln,650.0,0,17.0,1.0
Köln,948.86,1,63.79,2.0
Köln,600.0,0,25.0,1.0
Stuttgart,2920.0,1,136.0,3.0
Köln,1050.0,0,67.47,2.0
Stuttgart,485.0,0,15.0,1.0
Köln,658.0,1,44.0,1.0
Köln,830.0,0,64.0,2.0
Köln,1551.0,1,117.0,4.0
Köln,1040.0,1,57.0,2.0
Köln,1400.0,1,94.0,3.0
Köln,1640.0,1,110.0,3.0
Stuttgart,760.0,0,59.0,3.0
Köln,1384.0,1,84.0,3.0
Stuttgart,980.0,0,57.0,2.0
Köln,850.0,0,63.0,2.0
Köln,825.0,1,38.0,1.0
Stuttgart,1100.0,1,83.0,2.0
Stuttgart,1000.0,1,58.0,2.5
Köln,970.0,0,70.0,2.0
Stuttgart,2168.0,1,151.4,4.0
Stuttgart,2146.0,1,149.76,3.5
Stuttgart,1160.0,1,51.5,2.0
Köln,938.0,1,82.0,3.0
Köln,825.0,1,58.0,2.0
Köln,1730.0,1,92.0,3.0
Stuttgart,1700.0,1,70.0,2.0
Stuttgart,730.0,0,38.0,2.0
Köln,760.0,1,54.0,1.5
Stuttgart,1650.0,1,50.0,2.0
Köln,589.0,0,48.0,2.0
Stuttgart,1040.0,1,62.0,2.5
Köln,1160.0,1,92.0,4.0
Köln,978.0,1,68.0,2.0
Stuttgart,1700.0,0,68.0,2.5
Köln,1450.0,1,104.0,3.0
Stuttgart,920.0,1,68.0,3.0
Köln,1750.0,1,117.0,2.5
Köln,800.0,0,51.0,2.0
Köln,1247.0,1,93.0,3.0
Stuttgart,1450.0,1,60.0,2.0
Stuttgart,1480.0,0,59.0,2.0
Köln,860.0,0,53.0,2.0
Köln,590.0,0,33.0,1.0
Köln,938.72,0,76.52,2.0
Stuttgart,1590.0,1,58.0,2.0
Köln,1193.52,1,57.3,2.0
Köln,1550.0,1,51.0,2.0
Köln,1080.0,1,85.0,4.0
Stuttgart,1650.0,1,69.0,3.0
Köln,1180.0,0,78.0,1.0
Stuttgart,1400.0,0,65.0,2.5
Köln,1130.0,0,54.0,2.0
Stuttgart,2100.0,1,87.0,3.0
Stuttgart,1400.0,1,51.0,2.0
Köln,599.0,0,18.0,1.0
Köln,1910.2,1,124.8,4.0
Stuttgart,2500.0,1,80.0,4.0
Stuttgart,2160.0,1,134.0,4.5
Stuttgart,1680.0,1,80.0,3.0
Stuttgart,1990.0,1,73.0,2.5
Köln,795.0,1,50.0,2.0
Köln,800.0,0,70.0,3.0
Köln,1480.0,1,120.0,4.0
Stuttgart,2190.0,1,100.0,4.0
Stuttgart,980.0,1,63.0,2.0
Köln,912.2,1,69.0,2.0
Köln,750.0,1,50.0,2.0
Stuttgart,1717.85,1,84.39,2.0
Stuttgart,951.0,0,60.0,3.0
Köln,525.0,0,40.0,2.0
Köln,890.0,0,75.0,3.0
Köln,1050.0,1,70.0,2.0
Köln,1400.0,1,89.0,3.0
Stuttgart,1650.0,1,80.0,3.5
Köln,760.0,1,59.0,2.0
Köln,810.0,0,22.0,1.0
Stuttgart,1840.0,1,110.0,4.0
Köln,690.0,0,34.0,1.0
Köln,580.0,0,25.0,1.0
Stuttgart,1675.0,1,128.0,4.5
Köln,930.0,1,60.0,2.0
Köln,696.75,0,47.0,1.0
Stuttgart,1115.0,1,70.0,2.5
Stuttgart,890.0,0,25.0,1.0
Köln,520.0,0,30.0,1.0
Köln,690.0,1,60.0,2.0
Köln,1053.78,1,81.06,2.0
Stuttgart,1540.0,1,65.0,2.0
Stuttgart,1600.0,0,60.0,3.0
Köln,1950.0,1,125.0,3.0
Stuttgart,1490.0,0,55.0,2.0
Stuttgart,1590.0,1,50.0,2.0
Köln,1322.5,1,75.0,2.0
Stuttgart,1380.0,0,60.0,2.5
Stuttgart,1462.0,1,80.0,3.5
Stuttgart,1680.0,1,112.02,3.0
Köln,950.0,0,65.0,2.5
Köln,620.0,0,41.0,1.0
Stuttgart,1420.0,1,91.0,3.0
Stuttgart,1850.0,1,95.0,3.5
Köln,1340.0,0,80.0,2.0
Stuttgart,600.0,1,33.0,2.0
Köln,425.0,0,25.0,1.0
Köln,1160.0,1,82.0,3.0
Köln,1980.0,1,107.6,3.0
Köln,770.0,0,57.5,2.0
Köln,920.0,0,65.0,2.0
Köln,2261.0,1,131.5,4.0
Köln,890.0,1,68.0,2.0
Stuttgart,1600.0,1,89.0,3.0
Köln,908.3,1,71.0,2.0
Köln,940.0,0,105.0,3.0
Stuttgart,725.0,1,48.0,2.0
Köln,1120.0,1,58.0,2.0
Stuttgart,2150.0,0,110.0,3.0
Stuttgart,2190.0,0,74.0,3.0
Köln,1270.0,0,80.0,3.0
Köln,910.0,1,76.0,3.0
Stuttgart,1990.0,1,80.0,3.0
Stuttgart,2670.0,1,160.0,6.0
Köln,960.0,1,80.0,3.0
Köln,1275.0,1,93.7,4.0
Köln,1395.0,1,82.21,3.0
Köln,1850.0,1,115.0,5.0
Köln,1206.0,1,65.0,2.0
Köln,1340.0,0,75.97,2.0
Stuttgart,840.0,0,60.0,2.0
Köln,930.0,1,62.0,2.0
Köln,1190.0,1,125.0,3.0
Stuttgart,1590.0,0,69.0,2.5
Köln,750.0,1,58.0,2.0
Stuttgart,630.0,0,19.0,1.0
Stuttgart,930.0,0,18.0,1.0
Stuttgart,5300.0,0,200.0,7.0
Stuttgart,2190.0,1,65.0,2.5
Köln,745.0,1,48.0,2.0
Stuttgart,2650.0,0,80.0,3.0
Köln,2210.0,1,140.0,3.0
Köln,849.64,1,66.02,2.0
Stuttgart,1600.0,1,94.0,3.0
Köln,1790.0,1,58.43,1.5
Köln,1510.0,1,98.0,3.5
Stuttgart,1790.0,1,75.0,3.0
Köln,440.0,0,15.0,1.0
Stuttgart,850.0,1,63.0,2.0
Stuttgart,1200.0,1,30.0,1.0
Stuttgart,510.0,1,23.0,1.0
Stuttgart,1110.0,0,60.0,2.0
Köln,725.0,0,64.0,3.0
Köln,1120.0,1,77.0,3.0
Köln,2570.0,1,138.0,4.0
Köln,1392.92,1,67.27,2.0
Köln,1390.0,1,103.0,3.0
Köln,1710.0,1,109.0,3.0
Köln,1730.0,1,100.0,2.0
Stuttgart,1440.0,1,90.0,3.0
Stuttgart,1060.0,1,56.0,2.0
Stuttgart,1000.0,1,66.0,2.0
Köln,740.0,1,52.0,2.0
Stuttgart,630.0,0,30.0,1.5
Köln,865.0,1,66.8,2.0
Köln,1215.25,1,76.0,2.0
Köln,990.0,0,76.0,3.0
Stuttgart,820.0,0,35.0,1.5
Köln,853.5,0,73.0,2.5
Köln,950.0,0,65.0,2.0
Stuttgart,2230.0,1,85.0,3.0
Köln,860.0,1,60.0,2.0
Stuttgart,1680.0,1,75.46,2.0
Köln,715.41,1,73.66,3.0
Stuttgart,1590.0,1,66.8,4.0
Köln,979.0,1,81.8,2.0
Stuttgart,960.0,1,64.0,2.0
Köln,810.0,1,53.0,2.0
Köln,545.0,0,27.0,1.0
Köln,745.0,1,62.0,3.0
Köln,1740.0,1,65.0,2.0
Köln,970.0,0,56.0,2.0
Stuttgart,1390.0,1,85.5,3.0
Köln,819.0,0,30.7,1.0
Köln,695.0,0,41.0,1.0
Köln,1291.0,1,116.0,5.0
Stuttgart,1450.0,1,65.0,3.0
Stuttgart,2650.0,0,80.0,3.0
Köln,1186.0,1,84.0,2.0
Stuttgart,1180.0,1,83.0,3.0
Köln,1090.0,0,58.0,1.0
Köln,1695.0,1,104.53,3.0
Köln,668.54,1,28.0,1.0
Stuttgart,890.0,0,50.0,2.0
Stuttgart,2450.0,0,80.0,3.0
Stuttgart,180.0,0,33.0,1.0
Köln,1045.0,1,59.0,2.0
Stuttgart,2850.0,1,130.0,2.5
Stuttgart,940.0,0,25.0,1.0
Köln,1421.98,1,85.0,3.0
Stuttgart,765.0,0,14.0,1.0
Köln,1450.0,1,55.0,2.0
Köln,1332.3,1,80.82,3.0
Stuttgart,1460.0,0,73.0,3.0
Köln,1195.0,0,98.0,2.5
Stuttgart,1270.0,1,53.73,2.0
Köln,800.0,1,65.0,3.0
Stuttgart,471.22,1,56.73,2.0
Stuttgart,2600.0,1,170.0,6.5
Stuttgart,1850.0,1,130.0,3.0
Köln,515.0,1,31.0,1.0
Stuttgart,1390.0,0,45.0,2.0
Köln,1150.0,1,90.0,2.0
Köln,1030.5,1,55.0,2.0
Köln,745.0,0,64.0,2.0
Stuttgart,1350.0,0,45.0,2.0
Stuttgart,590.0,0,19.0,1.0
Köln,765.0,0,43.74,1.0
Köln,490.0,1,19.0,1.0
Stuttgart,2287.0,1,109.0,4.0
Stuttgart,2150.0,1,156.0,3.0
Stuttgart,950.0,1,84.0,3.0
Köln,1300.0,0,60.0,2.0
Köln,800.0,1,60.0,2.0
Stuttgart,2881.0,1,140.0,3.5
Köln,800.0,0,65.0,3.0
Köln,610.0,1,25.0,1.0
Köln,1470.0,1,102.0,4.0
Köln,1085.0,1,85.0,3.0
Köln,1590.0,1,107.0,3.0
Stuttgart,1460.0,1,85.0,3.0
Köln,590.0,0,25.0,1.0
Köln,1000.0,1,73.0,2.0
Stuttgart,1290.0,1,32.0,1.0
Stuttgart,1820.0,1,125.0,5.0
Stuttgart,1100.0,1,86.0,4.0
Köln,830.0,1,50.0,2.0
Stuttgart,520.0,1,39.4,1.0
Köln,599.0,0,48.0,2.0
Köln,995.0,1,78.0,2.5
Köln,610.0,0,35.0,1.0
Köln,1200.0,1,51.0,2.0
Stuttgart,2115.0,1,118.5,2.5
Köln,2125.0,1,180.0,4.5
Stuttgart,1090.0,1,73.0,3.0
Köln,1000.0,1,55.0,2.0
Köln,1480.0,1,63.0,2.0
Stuttgart,1499.0,0,55.0,2.0
Köln,815.0,1,60.0,2.0
Stuttgart,1000.0,0,80.0,3.0
Köln,1121.0,0,85.0,3.0
Stuttgart,2180.0,1,100.0,3.0
Köln,1210.0,1,91.0,3.0
Köln,1220.0,1,69.0,2.0
Köln,967.1,1,76.91,3.0
Stuttgart,2190.0,1,100.0,4.0
Stuttgart,1820.0,1,109.0,3.0
Stuttgart,520.0,1,37.0,2.0
Köln,1487.8,1,120.5,5.0
Köln,1963.0,1,106.67,3.0
Köln,2013.0,0,129.0,4.0
Köln,1490.0,1,84.0,3.0
Stuttgart,1120.0,1,72.0,3.0
Stuttgart,656.0,1,29.0,1.0
Stuttgart,1600.0,0,60.0,3.0
Köln,1200.0,1,95.0,3.0
Köln,1233.7,1,98.98,4.0
Köln,1395.0,1,90.38,2.0
Stuttgart,1250.0,1,40.0,1.0
Stuttgart,925.0,1,71.24,2.5
Köln,822.0,0,59.0,2.0
Köln,699.0,0,24.85,1.0
Stuttgart,4800.0,1,170.0,3.0
Stuttgart,1520.0,0,54.0,2.0
Köln,1551.0,1,92.0,3.0
Köln,790.0,1,71.37,2.0
Köln,965.0,1,70.07,2.0
Köln,1150.0,1,83.07,3.0
Stuttgart,1975.0,1,98.0,4.0
Köln,1283.0,1,63.5,3.0
Stuttgart,1600.0,1,65.0,2.5
Köln,1400.0,1,58.0,2.0
Köln,549.0,0,16.0,1.0
Stuttgart,2190.0,1,95.0,3.0
Köln,1370.0,0,110.0,4.0
Stuttgart,1500.0,1,72.0,2.5
Stuttgart,650.0,0,45.0,2.5
Köln,955.0,1,57.0,2.0
Köln,850.0,0,27.0,1.5
Stuttgart,1440.0,0,65.0,1.0
Stuttgart,350.0,0,10.0,1.0
Köln,631.5,1,41.0,2.0
Köln,1428.0,1,85.17,3.0
Köln,2088.0,1,135.0,4.0
Köln,1165.0,0,79.0,2.0
Köln,1815.0,1,145.0,5.0
Stuttgart,1025.0,1,75.0,3.0
Stuttgart,1700.0,1,70.0,2.0
Köln,1352.0,1,94.0,3.0
Köln,3350.0,1,180.0,4.0
Köln,990.0,1,85.0,4.0
Köln,2790.0,1,176.0,4.0
Stuttgart,520.0,1,20.0,1.0
Stuttgart,1000.0,1,56.0,2.0
Köln,820.0,0,58.0,3.0
Köln,1040.0,0,86.0,3.0
Köln,1026.0,1,75.0,2.0
Stuttgart,780.0,0,53.0,2.5
Stuttgart,2175.0,0,135.0,4.0
Stuttgart,625.0,1,22.23,1.0
Köln,1331.0,1,108.53,4.0
Köln,963.5,1,47.0,1.0
Köln,1140.0,0,87.0,3.0
Stuttgart,690.0,0,12.0,1.0
Köln,675.0,0,50.0,2.0
Köln,1150.0,1,83.0,3.0
Stuttgart,2100.0,0,77.6,4.0
Stuttgart,1950.0,1,166.0,3.5
Stuttgart,720.0,0,30.0,1.0
Köln,1280.0,1,96.0,3.5
Köln,1600.0,0,83.0,2.0
Stuttgart,1070.0,0,50.0,2.0
Köln,860.0,0,17.0,1.0
Stuttgart,1830.0,1,90.41,2.0
Köln,1350.0,0,54.0,2.0
Köln,1675.8,1,120.98,5.0
Köln,925.0,1,98.6,4.0
Köln,520.0,1,34.0,1.0
Köln,1000.0,0,56.0,3.0
Köln,4400.0,1,240.0,4.0
Köln,3800.0,1,240.0,4.0
Stuttgart,665.0,1,23.0,1.0
Stuttgart,1464.0,0,84.0,3.0
Köln,1670.0,1,92.0,2.0
Köln,1200.0,1,61.0,1.0
Stuttgart,1200.0,1,96.0,3.0
Köln,1345.0,1,94.0,3.0
Köln,600.0,1,37.0,1.5
Stuttgart,600.0,0,25.0,1.0
Köln,1232.5,1,81.5,3.0
Köln,1987.0,1,118.0,3.0
Stuttgart,1000.0,1,80.0,3.0
Köln,1205.0,1,84.0,3.0
Stuttgart,870.0,0,42.0,1.0
Stuttgart,3086.0,1,222.0,7.0
Köln,835.0,1,60.0,2.0
Köln,950.0,1,77.0,2.0
Köln,630.0,1,50.0,2.0
Köln,560.0,0,37.0,1.0
Köln,900.0,1,82.0,3.0
Köln,1530.0,1,110.0,3.0
Köln,3250.0,1,182.0,4.0
Köln,390.0,0,20.0,1.0
Stuttgart,720.0,0,11.0,1.0
Köln,1967.2,1,108.0,4.0
Köln,730.0,1,60.0,2.0
Köln,1080.0,0,90.0,3.0
Köln,1056.0,1,78.0,3.0
Stuttgart,1850.0,1,94.0,3.0
Köln,555.0,0,22.0,1.0
Köln,1109.0,1,65.4,2.0
Stuttgart,1300.0,1,60.0,2.0
Stuttgart,1890.0,1,62.0,2.5
Stuttgart,1480.0,0,55.0,2.0
Köln,530.0,0,34.21,1.0
Stuttgart,1710.0,1,89.0,3.0
Köln,1400.0,1,80.0,3.0
Köln,1005.0,0,57.0,2.0
Köln,1646.0,1,105.17,4.0
Stuttgart,2530.0,1,141.0,4.0
Köln,985.0,1,95.0,3.0
Köln,1030.0,0,35.0,1.0
Köln,660.0,0,38.0,1.0
Köln,1605.0,0,75.0,2.0
Köln,1850.0,1,117.29,3.0
Köln,1650.0,1,120.0,4.0
Köln,870.0,0,83.0,3.0
Köln,900.0,0,48.05,2.0
Köln,640.0,0,26.0,1.0
Köln,1418.0,1,88.1,3.0
Stuttgart,1975.0,1,59.84,2.0
Köln,1100.0,0,94.0,2.5
Köln,1700.0,0,104.0,4.0
Köln,700.0,0,38.0,1.0
Köln,901.9,1,73.88,2.0
Stuttgart,1300.0,0,40.0,2.0
Köln,1560.0,1,58.17,1.0
Stuttgart,1200.0,1,72.0,3.0
Stuttgart,1990.0,1,84.0,1.5
Köln,3400.0,1,214.0,5.0
Köln,2150.0,1,130.0,4.0
Köln,1260.0,1,85.0,3.5
Stuttgart,400.0,0,15.0,1.0
Stuttgart,1990.0,1,80.0,3.0
Köln,950.0,0,44.0,1.0
Stuttgart,2455.0,1,120.0,4.0
Köln,860.0,1,70.0,2.0
Köln,2650.0,1,138.4,3.0
Köln,1100.0,0,35.0,1.0
Köln,500.0,0,34.5,1.0
Stuttgart,1000.0,1,95.0,4.0
Stuttgart,2300.0,1,115.0,4.5
Köln,2280.0,1,140.0,4.0
Stuttgart,1650.0,1,95.0,4.0
Stuttgart,1445.0,1,92.0,3.0
Köln,818.0,1,61.0,2.0
Köln,1999.0,1,130.0,3.0
Köln,565.0,1,28.0,1.0
Köln,998.0,0,40.0,2.0
Köln,750.0,0,37.0,1.0
Stuttgart,1290.0,0,48.0,1.0
Stuttgart,3140.0,1,95.0,3.0
Stuttgart,670.0,0,55.0,2.0
Köln,775.0,1,60.0,2.0
Köln,700.0,0,57.5,2.0
Stuttgart,1620.0,0,90.0,3.0
Köln,1470.0,1,93.0,2.5
Köln,460.0,0,38.0,1.0
Köln,919.49,1,68.01,2.0
Köln,950.0,1,87.0,3.0
Köln,963.5,1,47.0,1.0
Köln,1145.0,1,103.0,3.0
Köln,1500.0,0,30.0,1.0
Stuttgart,730.0,1,14.0,1.0
Stuttgart,1390.0,1,55.0,2.0
Köln,1175.0,1,72.98,2.5
Stuttgart,1270.0,1,84.0,3.0
Stuttgart,3000.0,1,153.0,3.0
Köln,1080.0,1,85.0,2.5
Stuttgart,2630.0,1,100.0,4.0
Köln,1370.0,1,78.0,4.0
Köln,440.0,1,28.0,1.0
Köln,780.0,1,65.0,2.0
Köln,2800.0,1,134.0,5.0
Köln,1500.0,0,48.0,1.5
Köln,810.0,1,58.0,2.0
Köln,1900.0,1,112.0,3.0
Stuttgart,2200.0,1,94.0,3.0
Köln,1191.0,1,86.0,3.0
Stuttgart,1550.0,0,57.9,2.0
Köln,910.0,1,70.0,4.0
Köln,790.0,1,29.0,1.0
Köln,670.0,0,47.0,1.0
Stuttgart,1450.0,1,59.0,2.0
Stuttgart,1060.0,1,80.0,3.0
Köln,760.0,1,60.0,2.0
Köln,2265.0,1,136.0,3.0
Stuttgart,2200.0,1,150.0,3.0
Köln,555.0,1,41.0,1.0
Köln,1874.0,1,104.53,4.0
Stuttgart,1300.0,1,72.0,3.0
Köln,780.0,0,65.0,2.0
Köln,1065.0,1,75.0,3.0
Köln,459.0,0,23.1,1.0
Köln,640.0,1,44.0,1.0
Köln,780.0,1,69.0,3.0
Köln,1350.0,0,46.0,2.0
Köln,2892.0,1,152.0,4.0
Köln,1550.0,1,74.0,2.0
Stuttgart,2588.0,1,140.0,3.0
Köln,930.0,1,58.0,2.0
Köln,732.96,1,54.11,2.0
Köln,1070.0,1,77.0,3.0
Köln,1105.4,0,76.5,3.0
Köln,690.0,0,62.0,3.0
Köln,1380.0,1,71.0,2.0
Stuttgart,1950.0,1,110.0,4.0
Köln,920.0,0,75.0,2.0
Stuttgart,2050.0,1,79.06,3.0
Köln,1670.0,1,116.0,3.5
Stuttgart,3647.02,1,193.87,4.0
Stuttgart,1680.0,1,58.0,2.0
Stuttgart,1590.0,0,85.0,2.5
Stuttgart,1690.0,0,89.0,3.5
Köln,1130.0,1,84.0,3.0
Köln,590.0,0,33.5,1.0
Köln,1195.0,1,65.0,2.0
Stuttgart,1390.0,1,94.0,3.5
Köln,1090.0,1,86.91,4.0
Köln,1450.0,1,95.32,3.5
Köln,2300.0,1,115.0,3.0
Stuttgart,1490.0,1,80.0,3.0
Köln,575.0,1,33.0,1.0
Köln,955.0,1,65.0,2.0
Köln,1150.0,1,88.0,3.0
Stuttgart,1650.0,1,96.0,3.0
Köln,1500.0,1,75.0,2.0
Stuttgart,1200.0,0,36.0,1.0
Köln,1227.5,1,85.0,3.0
Stuttgart,1908.0,1,73.29,3.0
Köln,1050.0,0,65.0,2.0
Köln,785.0,1,43.0,2.0
Köln,1447.0,1,100.0,2.0
Köln,736.0,0,46.0,2.0
Köln,2710.0,1,150.0,3.0
Köln,1280.0,0,47.2,2.0
Köln,860.0,1,69.0,2.0
Stuttgart,2200.0,1,100.0,4.0
Köln,1098.5,1,89.0,2.0
Köln,941.6,1,61.8,2.0
Köln,524.16,0,46.77,2.0
Stuttgart,1490.0,1,60.0,2.0
Köln,1100.0,1,77.0,2.5
Stuttgart,750.0,1,14.0,1.0
Köln,1240.0,1,76.0,2.0
Köln,1480.0,0,98.0,4.0
Köln,899.64,1,61.0,2.0
Stuttgart,2100.0,1,85.0,3.5
Stuttgart,1767.0,0,78.0,4.0
Köln,1780.0,1,123.0,4.0
Köln,2203.0,1,132.0,4.0
Köln,1279.0,0,30.0,1.0
Köln,864.0,0,56.0,2.0
Stuttgart,3240.0,1,177.0,5.0
Stuttgart,1250.0,1,42.0,2.0
Köln,1750.0,1,57.0,2.0
Stuttgart,535.0,0,78.0,2.5
Stuttgart,750.0,1,68.0,3.0
Köln,931.0,0,74.0,2.0
Köln,2256.0,1,135.0,3.5
Stuttgart,920.0,0,45.0,2.0
Stuttgart,2000.0,0,115.0,4.0
Köln,900.0,1,62.0,2.0
Stuttgart,902.0,1,45.55,2.0
Stuttgart,1499.0,0,55.0,2.0
Stuttgart,1400.0,0,90.0,2.5
Stuttgart,790.0,0,50.0,1.0
Köln,681.0,1,74.0,3.0
Köln,1100.0,1,87.0,3.0
Köln,720.0,1,25.0,1.0
Köln,2520.0,0,128.0,2.0
Stuttgart,1050.0,0,43.0,2.0
Köln,1390.0,1,112.0,3.0
Köln,970.0,1,46.0,1.0
Köln,3100.0,0,180.0,6.0
Stuttgart,2340.0,1,105.0,4.0
Stuttgart,880.0,1,65.5,3.0
Stuttgart,935.0,0,66.0,2.5
Köln,650.0,0,25.0,1.0
Köln,515.0,0,21.0,1.0
Stuttgart,1140.0,1,65.0,2.5
Stuttgart,2300.0,1,75.0,3.0
Stuttgart,1000.0,0,50.0,2.0
Stuttgart,1240.0,1,36.46,1.0
Stuttgart,1400.0,1,40.0,2.0
Stuttgart,978.0,0,26.0,1.0
Stuttgart,1600.0,1,50.0,2.0
Stuttgart,2950.0,1,212.0,8.0
Köln,1116.0,1,68.0,2.5
Köln,1085.0,1,85.0,3.0
Stuttgart,1490.0,0,30.0,1.0
Köln,730.0,0,25.0,1.0
Köln,440.0,0,21.0,1.0
Köln,547.85,1,35.0,1.0
Stuttgart,990.0,0,51.0,3.0
Köln,673.0,0,71.67,3.0
Stuttgart,1660.0,1,100.0,3.0
Stuttgart,2580.0,1,160.0,5.0
Köln,620.0,0,45.0,2.0
Köln,1816.0,1,94.1,3.0
Stuttgart,580.0,0,17.0,1.0
Köln,490.0,0,9.2,1.0
Köln,1840.0,1,98.0,3.5
Köln,965.0,1,70.0,3.0
Stuttgart,1420.0,1,100.0,4.5
Köln,1150.0,1,72.08,3.0
Köln,795.0,0,26.0,1.0
Köln,735.0,0,69.0,2.0
Köln,760.0,0,50.0,2.0
Köln,830.0,1,57.0,2.0
Köln,625.0,1,50.0,2.0
Köln,969.0,1,70.89,3.0
Stuttgart,1479.0,1,52.0,2.0
Köln,1280.0,1,75.33,3.0
Stuttgart,1990.0,1,100.0,4.0
Stuttgart,952.0,1,43.0,2.0
Köln,820.0,0,74.0,2.0
Köln,837.0,0,70.0,3.0
Köln,900.0,0,58.55,2.0
Köln,1500.0,1,100.0,3.0
Stuttgart,1600.0,1,87.0,3.5
Stuttgart,1790.0,0,79.0,3.5
Stuttgart,1173.0,1,74.0,3.0
Stuttgart,2090.0,1,84.0,1.5
Köln,680.0,1,30.0,1.0
Köln,780.73,1,64.54,2.0
Köln,1160.0,0,80.0,3.0
Stuttgart,1290.0,1,30.0,1.0
Köln,1500.0,1,61.0,2.0
Stuttgart,990.0,0,30.0,1.0
Köln,1020.0,1,69.0,3.0
Köln,1250.0,1,50.0,2.0
Stuttgart,1330.0,0,66.0,3.0
Köln,1030.0,1,70.0,3.0
Köln,2695.0,1,110.0,3.0
Köln,900.0,0,58.0,3.0
